frame_idx,FirstFrame_sim,EndFrame_sim
3,0.1782,0.0844
13,0.1002,-0.1354
4,0.1746,0.0934
5,0.1755,0.0791
6,0.1765,0.0978
7,0.1797,0.0856
8,0.1876,0.1067
9,0.1734,0.0826
10,0.1886,0.1073
11,0.1760,0.0806
12,0.2004,0.1237
13,0.1708,0.0935
0,0.9110,1.0602
1,0.9045,1.0678
2,0.7571,0.9103
3,0.9009,0.9891
4,0.7164,0.8372
5,0.9210,0.9848
6,0.6873,0.8304
7,0.8979,0.9720
8,0.6411,0.7832
9,0.7979,0.8941
10,0.5582,0.7489
11,0.8725,0.9244
12,0.6108,0.7868
0,0.0368,-0.0564
13,1.0001,1.0562
1,0.0711,-0.0463
2,0.0605,-0.0405
3,0.0565,-0.0483
4,0.0686,-0.0411
5,0.0735,-0.0431
6,0.0662,-0.0418
7,0.0666,-0.0480
8,0.0550,-0.0411
9,0.0576,-0.0604
10,0.0578,-0.0555
11,0.0630,-0.0614
12,0.0439,-0.0604
13,0.0641,-0.0484
0,0.4042,0.5503
1,0.5924,0.6844
2,0.3996,0.5983
3,0.5085,0.6497
4,0.3678,0.5805
5,0.5368,0.6548
6,0.3916,0.5874
7,0.5197,0.6425
8,0.4201,0.6050
9,0.4706,0.6120
10,0.3822,0.5837
11,0.5380,0.6344
12,0.2965,0.4982
13,0.4285,0.5207
0,0.1243,0.1012
1,0.1441,0.1065
2,0.1793,0.1332
3,0.1680,0.1268
4,0.1738,0.1280
5,0.1637,0.1140
6,0.1749,0.1307
7,0.1612,0.1134
0,-0.0433,0.1066
8,0.1841,0.1287
1,-0.0582,0.1165
9,0.1613,0.1178
2,0.0265,0.1035
10,0.1761,0.1274
3,-0.0492,0.1123
11,0.1518,0.1074
4,-0.0013,0.1074
12,0.1872,0.1314
5,-0.0446,0.1249
13,0.1179,0.0960
6,0.0087,0.1068
7,-0.0407,0.1265
8,0.0002,0.1044
9,-0.0405,0.1089
10,0.0243,0.1114
11,-0.0299,0.1235
12,0.0490,0.1022
13,-0.0882,0.0903
0,0.3071,0.3996
1,0.3345,0.4245
2,0.2834,0.3892
3,0.2996,0.4051
4,0.3177,0.4371
5,0.3326,0.4497
6,0.3375,0.4635
7,0.3163,0.4354
8,0.3320,0.4567
9,0.3034,0.4204
10,0.2661,0.3976
11,0.3356,0.4489
12,0.3172,0.4355
13,0.3090,0.4129
0,0.0667,0.0678
1,0.0653,0.0820
2,0.0316,0.0522
3,0.0869,0.0942
4,0.0349,0.0688
5,0.0844,0.0898
6,0.0291,0.0637
7,0.0715,0.0877
8,0.0195,0.0528
9,0.0451,0.0714
10,0.0196,0.0646
11,0.0545,0.0890
12,0.0221,0.0434
13,0.0625,0.0706
0,0.2827,0.2429
1,0.2479,0.2152
2,0.2724,0.2226
3,0.2437,0.2050
4,0.2620,0.2109
5,0.2428,0.1997
6,0.2525,0.2062
7,0.2431,0.2040
